date,close
2013-01-02,22.284509658813477
2013-01-03,21.98598289489746
2013-01-04,21.574506759643555
2013-01-07,21.534164428710938
2013-01-08,21.42120933532715
2013-01-09,21.542238235473633
2013-01-10,21.348587036132812
2013-01-11,21.647119522094727
2013-01-14,21.695528030395508
2013-01-15,21.953716278076172
2013-01-16,21.816560745239258
2013-01-17,21.98598289489746
2013-01-18,21.98598289489746
2013-01-22,21.905296325683594
2013-01-23,22.27644920349121
2013-01-24,22.292577743530273
2013-01-25,22.494281768798828
2013-01-28,22.51848602294922
2013-01-29,22.599172592163086
2013-01-30,22.4700870513916
2013-01-31,22.147354125976562
2013-02-01,22.534624099731445
2013-02-04,22.139284133911133
2013-02-05,22.18769645690918
2013-02-06,22.05860137939453
2013-02-07,22.01019287109375
2013-02-08,22.2280330657959
2013-02-11,22.478153228759766
2013-02-12,22.494281768798828
2013-02-13,22.61531639099121
2013-02-14,22.62337875366211
2013-02-15,22.599172592163086
2013-02-19,22.818824768066406
2013-02-20,22.67238998413086
2013-02-21,22.363252639770508
2013-02-22,22.582908630371094
2013-02-25,22.2656307220459
2013-02-26,22.2656307220459
2013-02-27,22.623579025268555
2013-02-28,22.61543846130371
2013-03-01,22.737468719482422
2013-03-04,22.900169372558594
2013-03-05,23.0628662109375
2013-03-06,22.85135841369629
2013-03-07,22.89203453063965
2013-03-08,22.778141021728516
2013-03-11,22.67238998413086
2013-03-12,22.704925537109375
2013-03-13,22.713062286376953
2013-03-14,22.89203453063965
2013-03-15,22.81068229675293
2013-03-18,22.859495162963867
2013-03-19,22.92457389831543
2013-03-20,23.038461685180664
2013-03-21,22.867630004882812
2013-03-22,22.981521606445312
2013-03-25,22.908300399780273
2013-03-26,22.908300399780273
2013-03-27,23.079143524169922
2013-03-28,23.274383544921875
2013-04-01,23.274383544921875
2013-04-02,23.42894744873047
2013-04-03,23.233707427978516
2013-04-04,23.2662410736084
2013-04-05,23.347597122192383
2013-04-08,23.25811004638672
2013-04-09,24.087886810302734
2013-04-10,24.632932662963867
2013-04-11,23.54283332824707
2013-04-12,23.420812606811523
2013-04-15,23.339462280273438
2013-04-16,23.567243576049805
2013-04-17,23.453350067138672
2013-04-18,23.420812606811523
2013-04-19,24.218046188354492
2013-04-22,25.080358505249023
2013-04-23,24.89326286315918
2013-04-24,25.8369140625
2013-04-25,25.98335838317871
2013-04-26,25.8613338470459
2013-04-29,26.528398513793945
2013-04-30,26.927021026611328
2013-05-01,26.617887496948242
2013-05-02,26.9758243560791
2013-05-03,27.24428367614746
2013-05-06,27.455795288085938
2013-05-07,27.09786605834961
2013-05-08,26.83753776550293
2013-05-09,26.5690860748291
2013-05-10,26.593477249145508
2013-05-13,26.870075225830078
2013-05-14,27.46809959411621
2013-05-15,27.73023796081543
2013-05-16,27.918672561645508
2013-05-17,28.565837860107422
2013-05-20,28.737873077392578
2013-05-21,28.549449920654297
2013-05-22,28.352840423583984
2013-05-23,27.97601318359375
2013-05-24,28.074312210083008
2013-05-28,28.688718795776367
2013-05-29,28.57402992248535
2013-05-30,28.696914672851562
2013-05-31,28.590423583984375
2013-06-03,29.15567398071289
2013-06-04,28.664146423339844
2013-06-05,28.492109298706055
2013-06-06,28.63956642150879
2013-06-07,29.22121238708496
2013-06-10,29.057361602783203
2013-06-11,28.541255950927734
2013-06-12,28.672334671020508
2013-06-13,28.442955017089844
2013-06-14,28.180810928344727
2013-06-17,28.672334671020508
2013-06-18,28.655954360961914
2013-06-19,28.336462020874023
2013-06-20,27.43532943725586
2013-06-21,27.255104064941406
2013-06-24,27.623750686645508
2013-06-25,27.582786560058594
2013-06-26,28.139848709106445
2013-06-27,28.361042022705078
2013-06-28,28.295501708984375
2013-07-01,28.14805030822754
2013-07-02,27.803977966308594
2013-07-03,27.86131477355957
2013-07-05,28.025156021118164
2013-07-08,28.123464584350586
2013-07-09,28.139848709106445
2013-07-10,28.426578521728516
2013-07-11,29.237594604492188
2013-07-12,29.22121238708496
2013-07-15,29.630809783935547
2013-07-16,29.712732315063477
2013-07-17,29.278549194335938
2013-07-18,29.032785415649414
2013-07-19,25.723176956176758
2013-07-22,26.222898483276367
2013-07-23,26.067245483398438
2013-07-24,26.181941986083984
2013-07-25,25.71499252319336
2013-07-26,25.90340805053711
2013-07-29,25.837871551513672
2013-07-30,26.091829299926758
2013-07-31,26.083633422851562
2013-08-01,25.94437026977539
2013-08-02,26.12459945678711
2013-08-05,25.96894645690918
2013-08-06,25.870635986328125
2013-08-07,26.26386070251465
2013-08-08,26.94379997253418
2013-08-09,26.78814697265625
2013-08-12,26.927419662475586
2013-08-13,26.589176177978516
2013-08-14,26.68816566467285
2013-08-15,26.22618865966797
2013-08-16,26.23443603515625
2013-08-19,25.896194458007812
2013-08-20,26.0859432220459
2013-08-21,26.07769012451172
2013-08-22,26.721174240112305
2013-08-23,28.66813850402832
